GrLivArea,SalePrice,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MoSold,YrSold
1200,165000,160,FV,3180,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,6,390.0,1,0.0,210.0,600.0,GasA,5,Y,600,600,0,1.0,0.0,2,1,2,1,4,5,0,Detchd,2,2.0,480.0,0,166,0,0,0,5,2008
1456,139500,75,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,7,1915,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,BrkTil,3,3,1,1,0.0,1,0.0,728.0,728.0,GasA,4,Y,728,728,0,0.0,0.0,1,1,4,1,4,7,0,Detchd,1,1.0,308.0,0,0,248,0,0,6,2008
1734,126000,90,RL,10125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1.5Fin,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,1302,432,0,0.0,0.0,2,0,4,2,4,8,0,Attchd,1,2.0,539.0,0,0,0,0,0,8,2009
2287,225000,50,RL,15593,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,4,3,CBlock,3,3,1,4,603.0,1,0.0,701.0,1304.0,GasW,3,Y,1304,983,0,0.0,0.0,2,0,3,1,3,7,1,Attchd,3,2.0,667.0,0,21,114,0,0,7,2006
1688,226500,20,RL,12680,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1988,1988,Gable,CompShg,Plywood,Wd Sdng,BrkFace,102.0,4,3,CBlock,4,4,2,6,983.0,1,0.0,692.0,1675.0,GasA,5,Y,1688,0,0,1.0,0.0,2,0,2,1,5,6,1,Attchd,2,2.0,528.0,0,48,0,0,141,6,2008
1302,111750,160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,356.0,3,3,CBlock,3,3,1,3,350.0,1,0.0,280.0,630.0,GasA,3,Y,630,672,0,0.0,0.0,2,1,3,1,3,6,0,Detchd,1,1.0,264.0,0,0,0,0,0,12,2008
1864,97500,190,RM,5852,Pave,IR3,Bnk,AllPub,Corner,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,5,1902,2000,Gable,CompShg,MetalSd,MetalSd,Stone,188.0,3,2,BrkTil,3,2,1,3,169.0,1,0.0,851.0,1020.0,GasA,3,N,978,886,0,0.0,0.0,2,1,6,1,3,9,0,0,0,0.0,0.0,0,188,102,0,0,5,2009
1347,143000,20,RM,5805,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,1Fam,1Story,5,7,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,2,4,274.0,3,1073.0,0.0,1347.0,GasA,4,Y,1347,0,0,1.0,1.0,1,0,3,1,4,6,0,Detchd,1,2.0,551.0,0,0,0,0,0,6,2010
1478,240000,120,RL,7380,Pave,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,1998,1998,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4,3,3,6,341.0,1,0.0,1077.0,1418.0,GasA,5,Y,1478,0,0,1.0,0.0,2,0,2,1,3,5,0,Attchd,3,2.0,495.0,168,43,0,0,0,7,2009
1218,113700,160,RM,2058,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,265.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,672.0,672.0,GasA,5,Y,672,546,0,0.0,0.0,1,1,4,1,5,7,0,Detchd,1,1.0,264.0,0,28,0,0,0,12,2007
2161,263400,50,RL,12392,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1950,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,4,1,6,435.0,1,0.0,397.0,832.0,GasA,5,Y,1218,943,0,1.0,0.0,2,1,3,1,4,8,2,Attchd,3,2.0,506.0,0,96,0,0,0,4,2008
1285,145400,50,RM,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1926,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,5,374.0,1,0.0,487.0,861.0,GasA,5,Y,861,424,0,0.0,1.0,1,0,3,1,3,6,0,Detchd,3,2.0,506.0,96,0,132,0,0,5,2006
2340,306000,60,RL,14311,Pave,IR1,Lvl,AllPub,FR3,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,402.0,4,3,PConc,4,3,1,6,1023.0,1,0.0,213.0,1236.0,GasA,5,Y,1236,1104,0,1.0,0.0,2,1,4,1,4,9,1,Attchd,2,3.0,787.0,192,180,218,0,0,6,2008
1518,274000,120,RL,12677,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,5,3,PConc,5,3,4,6,1218.0,1,0.0,300.0,1518.0,GasA,5,Y,1518,0,0,0.0,0.0,1,1,1,1,5,6,1,Attchd,2,2.0,588.0,185,140,0,0,0,4,2008
1652,325000,20,RL,13173,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,300.0,4,3,PConc,5,3,1,6,1572.0,1,0.0,80.0,1652.0,GasA,5,Y,1652,0,0,1.0,0.0,2,0,2,1,5,6,2,Attchd,3,2.0,840.0,404,102,0,0,0,11,2009
1571,178000,60,RL,7837,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,799.0,799.0,GasA,4,Y,799,772,0,0.0,0.0,2,1,3,1,3,7,1,Attchd,2,2.0,380.0,0,40,0,0,0,5,2009
1082,162500,85,RL,8723,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,SFoyer,6,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,3,4,973.0,1,0.0,0.0,973.0,GasA,5,Y,1082,0,0,1.0,0.0,1,0,3,1,3,6,0,Attchd,1,2.0,480.0,160,0,0,0,0,1,2007
882,103200,45,RL,5500,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,882.0,882.0,GasA,5,Y,882,0,0,0.0,0.0,1,0,1,1,3,4,0,0,0,0.0,0.0,0,0,0,0,0,4,2007
1964,205000,60,RL,10480,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,3,3,CBlock,3,3,1,5,403.0,1,0.0,400.0,803.0,GasA,3,Y,1098,866,0,0.0,0.0,2,1,4,1,3,8,1,Attchd,2,2.0,483.0,0,69,0,0,0,9,2008
1376,96900,70,RM,7614,Pave,Reg,Lvl,AllPub,Inside,Mod,OldTown,Norm,Norm,1Fam,2Story,3,5,1905,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,2,2,1,0.0,1,0.0,738.0,738.0,GasA,4,Y,714,662,0,0.0,0.0,1,0,2,1,3,7,0,Detchd,1,1.0,216.0,0,0,104,0,225,3,2006
858,110000,20,RL,7340,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,5,322.0,1,0.0,536.0,858.0,GasA,3,Y,858,0,0,0.0,0.0,1,0,2,1,3,4,0,Detchd,1,1.0,684.0,0,0,0,0,0,6,2007
1063,128000,20,RL,9920,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,3,3,CBlock,3,3,1,3,354.0,2,290.0,412.0,1056.0,GasA,3,Y,1063,0,0,1.0,0.0,1,0,3,1,3,6,0,Attchd,2,1.0,280.0,0,0,164,0,0,2,2010
2113,350000,20,RL,10437,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,660.0,4,4,PConc,4,3,4,6,1696.0,1,0.0,413.0,2109.0,GasA,5,Y,2113,0,0,1.0,0.0,2,1,2,1,4,7,1,Attchd,3,3.0,839.0,236,46,0,0,0,8,2008
1491,178000,20,RL,7777,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,203.0,4,3,PConc,5,3,1,1,0.0,1,0.0,1491.0,1491.0,GasA,5,Y,1491,0,0,0.0,0.0,2,0,3,1,3,7,1,Attchd,3,2.0,571.0,0,35,0,0,0,11,2007
2332,316000,60,RL,10574,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,126.0,4,3,PConc,5,3,1,6,856.0,1,0.0,292.0,1148.0,GasA,5,Y,1170,1162,0,1.0,0.0,2,1,4,1,5,9,1,BuiltIn,3,3.0,756.0,224,142,0,0,0,7,2008
1232,194500,20,RL,7314,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,4,3,PConc,4,3,3,6,724.0,1,0.0,508.0,1232.0,GasA,5,Y,1232,0,0,1.0,0.0,2,0,2,1,4,6,0,Attchd,2,2.0,632.0,132,0,0,0,0,2,2009
1675,173000,20,RL,15263,Pave,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,90.0,3,3,CBlock,4,3,1,3,766.0,1,0.0,656.0,1422.0,GasA,4,Y,1675,0,0,0.0,0.0,2,0,3,1,3,8,2,Attchd,1,1.0,365.0,0,132,0,0,0,5,2010
1436,210000,20,RL,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,4,3,PConc,4,3,2,6,946.0,1,0.0,490.0,1436.0,GasA,5,Y,1436,0,0,1.0,0.0,2,0,3,1,4,8,0,Attchd,1,2.0,484.0,139,98,0,0,0,4,2008
1548,205000,50,RL,7264,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3,3,1,1,0.0,1,0.0,952.0,952.0,GasW,4,N,952,596,0,0.0,0.0,2,1,3,1,5,5,0,Detchd,1,2.0,672.0,74,0,0,0,144,10,2009
1200,163500,20,RL,8800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1966,1966,Hip,CompShg,HdBoard,Plywood,BrkFace,202.0,3,3,CBlock,3,3,1,4,654.0,1,0.0,520.0,1174.0,GasA,5,Y,1200,0,0,0.0,1.0,2,0,3,1,3,6,1,Attchd,2,2.0,440.0,0,0,0,0,0,10,2007
720,105900,30,RM,8520,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,3,1,1,0.0,1,0.0,624.0,624.0,GasA,4,Y,720,0,0,0.0,0.0,1,0,2,1,3,5,0,Detchd,1,2.0,484.0,106,0,0,0,0,5,2010
960,94750,20,RL,10921,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,3,3,CBlock,3,3,1,3,520.0,1,0.0,440.0,960.0,GasA,3,Y,960,0,0,1.0,0.0,1,0,3,1,3,6,0,Attchd,3,1.0,432.0,120,0,0,0,0,5,2007
1162,170000,20,RL,9260,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1162.0,1162.0,GasA,5,Y,1162,0,0,0.0,0.0,2,0,3,1,4,6,0,Attchd,3,2.0,483.0,0,32,0,0,0,3,2008
754,84500,190,RM,6780,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,CBlock,3,3,3,6,490.0,1,0.0,30.0,520.0,GasA,4,N,520,0,234,1.0,0.0,1,0,2,1,3,5,0,0,0,0.0,0.0,53,0,0,0,0,6,2006
2093,215000,60,RL,20544,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1986,1991,Gable,CompShg,Plywood,Plywood,BrkFace,123.0,3,4,CBlock,4,3,1,1,0.0,1,0.0,791.0,791.0,GasA,4,Y,1236,857,0,0.0,0.0,2,1,3,1,3,7,1,Attchd,3,2.0,542.0,364,63,0,0,0,11,2008
1733,185088,60,RL,8577,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,847.0,847.0,GasA,5,Y,847,886,0,0.0,0.0,2,1,3,1,4,7,1,BuiltIn,3,2.0,433.0,144,48,0,0,0,4,2010
2256,236000,60,RL,8795,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,300.0,1,0.0,652.0,952.0,GasA,5,Y,980,1276,0,0.0,0.0,2,1,4,1,4,8,1,BuiltIn,3,2.0,554.0,224,54,0,0,0,4,2009
1282,108500,190,RL,4484,Pave,IR1,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,2fmCon,1.5Fin,5,6,1942,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,5,485.0,1,0.0,187.0,672.0,GasA,3,N,778,504,0,1.0,0.0,1,0,2,1,3,4,0,Detchd,1,1.0,240.0,0,88,0,0,0,7,2007
1540,129400,70,RM,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,9,1905,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,BrkTil,2,3,1,1,0.0,1,0.0,572.0,572.0,GasA,5,Y,884,656,0,0.0,0.0,1,1,3,1,4,7,0,0,0,0.0,0.0,240,77,0,0,0,2,2008
1320,172500,85,RL,16500,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,6,5,1971,1971,Hip,CompShg,HdBoard,HdBoard,BrkFace,509.0,3,3,CBlock,4,3,3,6,962.0,1,0.0,270.0,1232.0,GasA,2,Y,1320,0,0,0.0,1.0,2,0,3,1,3,5,1,Attchd,2,2.0,495.0,0,20,0,0,0,5,2009
984,110000,20,RM,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,164.0,3,3,CBlock,3,3,1,3,200.0,1,0.0,784.0,984.0,GasA,4,Y,984,0,0,1.0,0.0,1,0,2,1,2,5,0,Detchd,1,1.0,308.0,0,0,0,0,0,6,2008
1270,175900,20,RL,7242,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1270.0,1270.0,GasA,5,Y,1270,0,0,0.0,0.0,2,0,2,1,4,6,0,Attchd,2,2.0,524.0,0,96,0,0,0,7,2007
1680,213250,20,RL,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,2,144.0,6,1127.0,379.0,1650.0,GasA,5,Y,1680,0,0,1.0,0.0,2,0,3,1,4,7,1,Attchd,3,2.0,583.0,78,73,0,0,0,6,2009
1358,204000,20,FV,7321,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1339.0,1339.0,GasA,5,Y,1358,0,0,0.0,0.0,2,0,3,1,4,5,0,Detchd,1,2.0,625.0,176,174,0,0,0,12,2007
1491,209000,20,RL,9116,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,1,0.0,1,0.0,1491.0,1491.0,GasA,5,Y,1491,0,0,0.0,0.0,2,0,3,1,4,7,0,Attchd,2,2.0,490.0,120,100,0,0,0,5,2006
1829,218500,20,RL,10456,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,120.0,3,3,CBlock,3,3,1,6,506.0,1,0.0,1323.0,1829.0,GasA,4,Y,1829,0,0,1.0,0.0,2,0,4,1,3,8,0,Attchd,2,2.0,535.0,0,76,0,0,0,5,2010
1040,163000,20,RL,11500,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,4,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,CBlock,3,2,1,4,872.0,3,60.0,108.0,1040.0,GasA,4,Y,1040,0,0,1.0,0.0,1,0,3,1,3,6,1,Attchd,2,2.0,480.0,0,0,156,0,0,5,2009
1210,102900,20,RL,9533,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,140.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,1210,0,0,0.0,0.0,1,1,2,1,3,7,0,Attchd,3,1.0,616.0,208,0,100,0,0,8,2009
1691,175000,20,RL,9900,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,4,3,CBlock,3,3,1,3,1173.0,1,0.0,507.0,1680.0,GasA,3,Y,1691,0,0,1.0,0.0,1,0,2,1,3,5,0,Attchd,1,2.0,550.0,0,67,260,0,0,4,2009
914,128000,20,RL,17199,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1961,1961,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3,3,1,5,314.0,1,0.0,600.0,914.0,GasA,5,Y,914,0,0,0.0,0.0,1,0,2,1,3,4,0,Basment,1,1.0,270.0,140,0,0,0,0,7,2007
901,107900,20,RM,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,901.0,901.0,GasA,5,Y,901,0,0,0.0,0.0,1,0,2,1,3,4,0,Detchd,1,1.0,281.0,0,0,0,0,0,8,2008
1533,280000,20,RL,70761,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,4,5,655.0,1,0.0,878.0,1533.0,GasA,3,Y,1533,0,0,1.0,0.0,2,0,2,1,4,5,2,Attchd,1,2.0,576.0,200,54,0,0,0,12,2006
2555,191000,70,RL,11526,Pave,IR1,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2.5Fin,6,7,1922,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,5,3,1,1,0.0,1,0.0,588.0,588.0,GasA,2,Y,1423,748,384,0.0,0.0,2,0,3,1,3,11,1,Detchd,3,2.0,672.0,431,0,0,0,0,9,2008
1056,139400,20,RL,9250,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,4,480.0,2,468.0,108.0,1056.0,GasA,3,Y,1056,0,0,0.0,1.0,1,0,3,1,3,6,0,Attchd,1,1.0,260.0,390,0,0,0,0,7,2007
1422,155000,20,RL,9457,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1990,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,5,566.0,1,0.0,359.0,925.0,GasA,3,Y,1422,0,0,1.0,0.0,1,0,3,1,3,7,0,Detchd,1,2.0,576.0,252,0,0,0,0,9,2007
1553,178750,60,RL,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1,3,414.0,1,0.0,277.0,691.0,GasA,4,Y,691,862,0,0.0,0.0,2,1,3,1,4,6,0,Attchd,3,2.0,420.0,0,44,0,0,0,8,2007
1524,260000,40,RL,23595,Pave,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,None,0.0,4,3,PConc,4,3,4,6,1258.0,1,0.0,74.0,1332.0,GasA,3,Y,1332,192,0,2.0,0.0,0,1,0,1,4,4,1,Attchd,3,2.0,586.0,268,0,0,0,0,4,2010
1226,170000,120,RL,3876,Pave,IR1,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,Twnhs,1Story,8,5,1978,1978,Gable,CompShg,Wd Sdng,Plywood,None,0.0,4,3,CBlock,4,3,4,6,652.0,3,526.0,48.0,1226.0,GasA,3,Y,1226,0,0,1.0,0.0,1,0,1,1,4,4,1,Attchd,3,2.0,484.0,133,60,0,0,0,7,2006
990,126000,20,RL,8775,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,495.0,1,0.0,495.0,990.0,GasA,4,Y,990,0,0,0.0,0.0,1,0,3,1,3,5,0,Attchd,1,1.0,299.0,0,64,0,0,0,4,2007
2180,161000,50,RM,10320,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,2,1,2,375.0,1,0.0,763.0,1138.0,GasA,4,Y,1138,1042,0,0.0,0.0,1,1,3,1,3,7,1,Detchd,1,2.0,720.0,0,0,170,0,0,5,2007
1440,79000,50,RM,5000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,540.0,540.0,GasA,4,N,889,551,0,0.0,0.0,1,0,3,1,3,6,0,Attchd,1,1.0,352.0,0,0,77,0,0,4,2006
1509,183200,60,RL,7861,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,457.0,1,0.0,326.0,783.0,GasA,5,Y,807,702,0,1.0,0.0,2,1,3,1,4,7,1,Attchd,3,2.0,393.0,100,75,0,0,0,6,2006
1958,250000,60,FV,10625,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1026.0,1026.0,GasA,5,Y,1026,932,0,0.0,0.0,2,1,3,1,4,9,1,Attchd,3,3.0,936.0,154,210,0,0,0,7,2008
1456,176000,60,RL,8029,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,728.0,728.0,GasA,5,Y,728,728,0,0.0,0.0,2,1,3,1,4,8,0,Attchd,3,2.0,400.0,100,24,0,0,0,7,2008
2690,370000,60,RL,16451,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,221.0,4,3,PConc,5,3,4,1,0.0,1,0.0,1765.0,1765.0,GasA,5,Y,1804,886,0,0.0,0.0,2,1,4,1,4,9,1,BuiltIn,3,3.0,795.0,268,58,0,0,0,7,2008
